	station_id	stationname	date	daytype	rides
135742	40370	Washington/Dearborn	09/07/2008	U	1,895
135811	40370	Washington/Dearborn	01/18/2015	U	2,771
135989	40370	Washington/Dearborn	01/16/2008	W	7,127
136133	40370	Washington/Dearborn	03/13/2016	U	3,899
136453	40370	Washington/Dearborn	03/14/2011	W	8,427
136573	40370	Washington/Dearborn	07/01/2016	W	12,169
136824	40370	Washington/Dearborn	09/25/2015	W	12,687
136987	40370	Washington/Dearborn	09/26/2012	W	9,519
137131	40370	Washington/Dearborn	08/06/2002	W	9,590
137251	40370	Washington/Dearborn	10/21/2008	W	8,105
137661	40370	Washington/Dearborn	03/07/2009	A	1,981
137870	40370	Washington/Dearborn	11/09/2003	U	1,897
137882	40370	Washington/Dearborn	10/18/2002	W	9,937
137889	40370	Washington/Dearborn	05/18/2003	U	1,666
137964	40370	Washington/Dearborn	08/24/2005	W	10,352
138204	40370	Washington/Dearborn	01/27/2013	U	1,870
138339	40370	Washington/Dearborn	11/30/2012	W	11,219
138379	40370	Washington/Dearborn	06/29/2008	U	2,301
138381	40370	Washington/Dearborn	12/14/2004	W	10,413
138393	40370	Washington/Dearborn	02/18/2014	W	11,564
138435	40370	Washington/Dearborn	07/24/2016	U	4,724
138690	40370	Washington/Dearborn	10/27/2010	W	8,667
138710	40370	Washington/Dearborn	05/16/2011	W	8,795
138789	40370	Washington/Dearborn	03/09/2005	W	10,190
139002	40370	Washington/Dearborn	05/26/2009	W	6,753
139036	40370	Washington/Dearborn	11/11/2002	W	6,799
139206	40370	Washington/Dearborn	10/22/2017	U	4,326
139219	40370	Washington/Dearborn	12/12/2010	U	2,102
139317	40370	Washington/Dearborn	06/30/2011	W	9,615
139334	40370	Washington/Dearborn	12/05/2002	W	9,887
139723	40370	Washington/Dearborn	11/06/2010	A	3,902
139912	40370	Washington/Dearborn	01/17/2007	W	7,864
139936	40370	Washington/Dearborn	08/18/2015	W	11,665
139958	40370	Washington/Dearborn	10/28/2009	W	7,284
139969	40370	Washington/Dearborn	05/18/2012	W	6,753
140278	40370	Washington/Dearborn	11/21/2012	W	10,306
140420	40370	Washington/Dearborn	01/30/2008	W	6,450
140666	40370	Washington/Dearborn	07/29/2002	W	9,394
141255	40370	Washington/Dearborn	08/12/2011	W	8,985
141283	40370	Washington/Dearborn	12/26/2004	U	2,019
141356	40370	Washington/Dearborn	12/22/2007	A	3,879
141389	40370	Washington/Dearborn	06/03/2001	U	1,663
141415	40370	Washington/Dearborn	07/21/2015	W	12,750
141501	40370	Washington/Dearborn	10/28/2014	W	11,492
141584	40370	Washington/Dearborn	07/02/2012	W	9,628
141954	40370	Washington/Dearborn	09/22/2010	W	8,183
142266	40370	Washington/Dearborn	08/02/2011	W	9,013
142457	40370	Washington/Dearborn	06/11/2007	W	7,740
142649	40370	Washington/Dearborn	05/30/2017	W	12,097
142813	40370	Washington/Dearborn	09/16/2003	W	10,063
142982	40370	Washington/Dearborn	05/06/2002	W	9,167
142997	40370	Washington/Dearborn	12/02/2006	A	3,949
143028	40370	Washington/Dearborn	01/12/2004	W	9,006
143049	40370	Washington/Dearborn	12/07/2001	W	9,609
143303	40370	Washington/Dearborn	12/17/2011	A	5,760
143521	40370	Washington/Dearborn	03/30/2012	W	8,740
144074	40370	Washington/Dearborn	10/12/2008	U	2,928
144134	40370	Washington/Dearborn	06/03/2015	W	11,943
144147	40370	Washington/Dearborn	04/09/2012	W	8,926
144316	40370	Washington/Dearborn	03/12/2003	W	9,247
144524	40370	Washington/Dearborn	11/13/2003	W	9,305
144552	40370	Washington/Dearborn	12/20/2002	W	9,569
144605	40370	Washington/Dearborn	01/31/2007	W	7,597
144633	40370	Washington/Dearborn	03/15/2006	W	9,372
145121	40370	Washington/Dearborn	01/13/2014	W	11,271
145443	40370	Washington/Dearborn	12/08/2003	W	9,446
145485	40370	Washington/Dearborn	04/08/2005	W	9,678
145566	40370	Washington/Dearborn	05/23/2006	W	9,583
145605	40370	Washington/Dearborn	02/16/2011	W	8,732
145632	40370	Washington/Dearborn	07/30/2007	W	7,445
145679	40370	Washington/Dearborn	09/12/2004	U	2,715
145772	40370	Washington/Dearborn	10/04/2008	A	3,004
145966	40370	Washington/Dearborn	12/26/2003	W	5,992
146050	40370	Washington/Dearborn	03/08/2012	W	9,514
146165	40370	Washington/Dearborn	02/03/2013	U	1,937
146242	40370	Washington/Dearborn	07/12/2013	W	12,254
146429	40370	Washington/Dearborn	04/24/2017	W	12,356
146630	40370	Washington/Dearborn	12/17/2002	W	9,974
146853	40370	Washington/Dearborn	08/01/2002	W	9,640
146917	40370	Washington/Dearborn	04/10/2017	W	11,875
146952	40370	Washington/Dearborn	06/10/2002	W	9,320
147033	40370	Washington/Dearborn	04/02/2004	W	8,722
147034	40370	Washington/Dearborn	10/17/2010	U	2,547
147045	40370	Washington/Dearborn	02/04/2013	W	9,139
147135	40370	Washington/Dearborn	06/29/2001	W	10,281
147157	40370	Washington/Dearborn	06/11/2003	W	9,606
147415	40370	Washington/Dearborn	01/15/2012	U	1,866
147521	40370	Washington/Dearborn	05/31/2014	A	5,907
147564	40370	Washington/Dearborn	06/18/2009	W	7,733
147862	40370	Washington/Dearborn	07/25/2007	W	7,678
148029	40370	Washington/Dearborn	10/06/2004	W	10,186
148207	40370	Washington/Dearborn	05/31/2002	W	9,399
148232	40370	Washington/Dearborn	07/29/2001	U	2,052
148413	40370	Washington/Dearborn	01/20/2001	A	2,173
148414	40370	Washington/Dearborn	01/08/2011	A	2,567
148587	40370	Washington/Dearborn	03/02/2004	W	9,544
148867	40370	Washington/Dearborn	12/21/2016	W	13,487
149025	40370	Washington/Dearborn	04/19/2017	W	12,519
149105	40370	Washington/Dearborn	12/26/2002	W	7,076
149303	40370	Washington/Dearborn	07/29/2012	U	3,035
149451	40370	Washington/Dearborn	01/15/2001	W	5,151
149560	40370	Washington/Dearborn	02/11/2017	A	5,448
150115	40370	Washington/Dearborn	09/15/2006	W	9,240
150134	40370	Washington/Dearborn	06/22/2015	W	11,826
150347	40370	Washington/Dearborn	01/17/2011	W	4,537
150408	40370	Washington/Dearborn	03/23/2014	U	3,099
150465	40370	Washington/Dearborn	02/08/2011	W	8,728
150592	40370	Washington/Dearborn	03/12/2013	W	9,823
150658	40370	Washington/Dearborn	08/03/2015	W	12,376
151104	40370	Washington/Dearborn	08/30/2003	A	3,155
151402	40370	Washington/Dearborn	07/01/2012	U	2,792
151515	40370	Washington/Dearborn	03/21/2008	W	5,790
151601	40370	Washington/Dearborn	07/01/2005	W	11,099
151672	40370	Washington/Dearborn	01/16/2010	A	2,293
151688	40370	Washington/Dearborn	07/10/2008	W	7,968
151813	40370	Washington/Dearborn	07/18/2013	W	11,609
151859	40370	Washington/Dearborn	02/17/2011	W	9,079
151886	40370	Washington/Dearborn	07/04/2011	U	3,415
151940	40370	Washington/Dearborn	09/23/2005	W	10,279
152049	40370	Washington/Dearborn	10/24/2013	W	11,610
152131	40370	Washington/Dearborn	09/08/2007	A	608
152212	40370	Washington/Dearborn	12/04/2012	W	10,586
152219	40370	Washington/Dearborn	10/09/2010	A	4,423
152697	40370	Washington/Dearborn	01/24/2014	W	10,689
153161	40370	Washington/Dearborn	05/30/2014	W	11,644
153319	40370	Washington/Dearborn	10/03/2012	W	9,753
153558	40370	Washington/Dearborn	06/23/2005	W	10,674
153613	40370	Washington/Dearborn	07/22/2010	W	8,294
153668	40370	Washington/Dearborn	09/11/2010	A	3,496
153752	40370	Washington/Dearborn	11/12/2014	W	11,856
153853	40370	Washington/Dearborn	03/30/2015	W	11,317
154176	40370	Washington/Dearborn	02/25/2003	W	8,578
154335	40370	Washington/Dearborn	01/19/2003	U	1,271
154514	40370	Washington/Dearborn	01/05/2010	W	7,134
154518	40370	Washington/Dearborn	06/11/2005	A	4,736
154607	40370	Washington/Dearborn	02/16/2009	W	4,598
154636	40370	Washington/Dearborn	02/10/2015	W	11,493
154723	40370	Washington/Dearborn	02/07/2001	W	9,050
154817	40370	Washington/Dearborn	11/23/2016	W	11,867
154882	40370	Washington/Dearborn	12/31/2008	W	5,539
155067	40370	Washington/Dearborn	01/03/2002	W	8,740
155202	40370	Washington/Dearborn	03/25/2012	U	2,843
155355	40370	Washington/Dearborn	12/23/2016	W	10,875
155458	40370	Washington/Dearborn	03/05/2008	W	6,969
155657	40370	Washington/Dearborn	07/08/2005	W	10,187
155714	40370	Washington/Dearborn	04/07/2010	W	7,784
155730	40370	Washington/Dearborn	08/02/2010	W	8,165
155966	40370	Washington/Dearborn	10/08/2009	W	7,288
156001	40370	Washington/Dearborn	02/03/2004	W	8,946
156046	40370	Washington/Dearborn	01/03/2004	A	2,793
156333	40370	Washington/Dearborn	02/07/2006	W	8,910
156335	40370	Washington/Dearborn	10/17/2001	W	9,624
156371	40370	Washington/Dearborn	02/13/2011	U	2,259
156597	40370	Washington/Dearborn	01/17/2013	W	9,626
157006	40370	Washington/Dearborn	10/11/2001	W	9,794
157265	40370	Washington/Dearborn	02/21/2013	W	9,668
157359	40370	Washington/Dearborn	10/24/2006	W	8,379
157513	40370	Washington/Dearborn	03/23/2005	W	9,743
157625	40370	Washington/Dearborn	04/14/2011	W	8,563
157802	40370	Washington/Dearborn	05/08/2010	A	2,938
158052	40370	Washington/Dearborn	10/06/2005	W	10,927
158558	40370	Washington/Dearborn	09/22/2008	W	7,592
158633	40370	Washington/Dearborn	11/29/2013	W	9,562
158899	40370	Washington/Dearborn	02/27/2014	W	11,073
159066	40370	Washington/Dearborn	12/19/2010	U	3,222
159509	40370	Washington/Dearborn	05/24/2013	W	9,618
159618	40370	Washington/Dearborn	07/27/2003	U	1,970
159751	40370	Washington/Dearborn	04/07/2003	W	8,140
159857	40370	Washington/Dearborn	06/27/2007	W	7,856
159868	40370	Washington/Dearborn	10/03/2004	U	2,346
160507	40370	Washington/Dearborn	06/28/2004	W	9,791
160511	40370	Washington/Dearborn	11/16/2007	W	7,323
160529	40370	Washington/Dearborn	07/13/2003	U	2,079
160546	40370	Washington/Dearborn	11/21/2017	W	14,590
160551	40370	Washington/Dearborn	12/04/2001	W	10,051
160573	40370	Washington/Dearborn	09/08/2017	W	13,572
160705	40370	Washington/Dearborn	03/14/2012	W	9,757
160759	40370	Washington/Dearborn	06/15/2009	W	7,440
160900	40370	Washington/Dearborn	10/14/2006	A	3,789
160928	40370	Washington/Dearborn	12/03/2008	W	8,091
160930	40370	Washington/Dearborn	12/17/2007	W	7,261
160937	40370	Washington/Dearborn	06/11/2016	A	7,146
160983	40370	Washington/Dearborn	03/07/2017	W	12,804
161185	40370	Washington/Dearborn	11/17/2009	W	7,231
161208	40370	Washington/Dearborn	08/31/2004	W	10,062
161298	40370	Washington/Dearborn	03/09/2015	W	11,740
161529	40370	Washington/Dearborn	02/02/2002	A	2,396
161599	40370	Washington/Dearborn	05/16/2013	W	9,929
162311	40370	Washington/Dearborn	05/03/2004	W	9,036
162498	40370	Washington/Dearborn	05/29/2004	A	2,938
162542	40370	Washington/Dearborn	05/26/2003	U	1,795
162613	40370	Washington/Dearborn	04/26/2013	W	9,630
162692	40370	Washington/Dearborn	05/27/2012	U	2,979
162805	40370	Washington/Dearborn	10/26/2009	W	6,571
163357	40370	Washington/Dearborn	08/06/2014	W	11,634
163456	40370	Washington/Dearborn	07/04/2007	U	3,324
163466	40370	Washington/Dearborn	10/05/2004	W	10,110
163488	40370	Washington/Dearborn	01/12/2015	W	11,212
163492	40370	Washington/Dearborn	06/16/2016	W	13,237
163676	40370	Washington/Dearborn	04/08/2007	U	1,121
163758	40370	Washington/Dearborn	12/19/2006	W	8,935
163831	40370	Washington/Dearborn	08/29/2015	A	5,922
163844	40370	Washington/Dearborn	01/23/2003	W	8,375
164618	40370	Washington/Dearborn	05/14/2015	W	11,802
164639	40370	Washington/Dearborn	02/03/2012	W	8,742
164933	40370	Washington/Dearborn	09/06/2014	A	6,678
165158	40370	Washington/Dearborn	03/05/2002	W	9,325
165161	40370	Washington/Dearborn	06/08/2007	W	7,593
165229	40370	Washington/Dearborn	07/16/2012	W	10,002
165337	40370	Washington/Dearborn	04/28/2010	W	7,772
165377	40370	Washington/Dearborn	06/13/2014	W	11,591
165459	40370	Washington/Dearborn	12/11/2001	W	9,965
165614	40370	Washington/Dearborn	10/10/2008	W	7,807
165688	40370	Washington/Dearborn	01/18/2010	W	3,896
165975	40370	Washington/Dearborn	04/28/2011	W	8,570
166030	40370	Washington/Dearborn	08/04/2016	W	13,333
166071	40370	Washington/Dearborn	01/08/2010	W	6,757
166355	40370	Washington/Dearborn	02/05/2006	U	1,654
166657	40370	Washington/Dearborn	05/29/2013	W	10,332
166716	40370	Washington/Dearborn	05/15/2010	A	2,838
166799	40370	Washington/Dearborn	11/18/2004	W	10,340
166968	40370	Washington/Dearborn	06/23/2006	W	9,532
167008	40370	Washington/Dearborn	11/28/2005	W	9,691
167104	40370	Washington/Dearborn	11/24/2013	U	4,202
167165	40370	Washington/Dearborn	04/05/2014	A	5,119
167356	40370	Washington/Dearborn	09/05/2007	W	6,979
167535	40370	Washington/Dearborn	11/05/2007	W	7,184
167775	40370	Washington/Dearborn	03/10/2009	W	7,268
167970	40370	Washington/Dearborn	02/23/2014	U	3,479
168040	40370	Washington/Dearborn	10/04/2011	W	9,034
168108	40370	Washington/Dearborn	08/05/2016	W	12,450
168309	40370	Washington/Dearborn	04/25/2005	W	9,562
168325	40370	Washington/Dearborn	11/03/2015	W	11,373
168348	40370	Washington/Dearborn	06/27/2014	W	12,158
168632	40370	Washington/Dearborn	11/10/2014	W	11,119
168663	40370	Washington/Dearborn	09/19/2015	A	7,171
168720	40370	Washington/Dearborn	03/18/2005	W	9,728
168763	40370	Washington/Dearborn	02/22/2003	A	2,576
168964	40370	Washington/Dearborn	12/15/2014	W	11,872
169126	40370	Washington/Dearborn	02/21/2001	W	9,125
169209	40370	Washington/Dearborn	08/30/2016	W	12,534
169369	40370	Washington/Dearborn	02/15/2010	W	4,501
169373	40370	Washington/Dearborn	12/23/2012	U	4,387
169444	40370	Washington/Dearborn	09/24/2009	W	7,489
169752	40370	Washington/Dearborn	06/14/2007	W	7,983
169784	40370	Washington/Dearborn	03/02/2003	U	1,437
169819	40370	Washington/Dearborn	03/16/2008	U	1,896
170335	40370	Washington/Dearborn	04/10/2010	A	3,121
170381	40370	Washington/Dearborn	02/05/2010	W	7,215
170382	40370	Washington/Dearborn	05/09/2001	W	9,325
170398	40370	Washington/Dearborn	03/21/2009	A	2,646
170424	40370	Washington/Dearborn	05/10/2006	W	9,540
170430	40370	Washington/Dearborn	10/06/2001	A	2,741
170827	40370	Washington/Dearborn	01/11/2009	U	1,255
170917	40370	Washington/Dearborn	09/25/2013	W	11,548
170920	40370	Washington/Dearborn	12/28/2009	W	6,025
170937	40370	Washington/Dearborn	07/26/2017	W	13,536
170952	40370	Washington/Dearborn	11/25/2004	U	1,868
171306	40370	Washington/Dearborn	04/28/2014	W	10,818
171343	40370	Washington/Dearborn	07/01/2007	U	3,130
171681	40370	Washington/Dearborn	02/10/2014	W	11,043
171831	40370	Washington/Dearborn	01/25/2007	W	7,900
171871	40370	Washington/Dearborn	09/20/2003	A	3,295
172194	40370	Washington/Dearborn	05/06/2016	W	12,824
172238	40370	Washington/Dearborn	09/02/2017	A	7,474
172323	40370	Washington/Dearborn	12/18/2011	U	4,336
172417	40370	Washington/Dearborn	06/15/2015	W	12,719
172704	40370	Washington/Dearborn	10/20/2001	A	3,492
172764	40370	Washington/Dearborn	10/07/2004	W	10,343
173102	40370	Washington/Dearborn	10/07/2012	U	3,658
173173	40370	Washington/Dearborn	01/08/2017	U	3,339
173411	40370	Washington/Dearborn	05/01/2006	W	10,631
173516	40370	Washington/Dearborn	07/27/2011	W	9,069
173779	40370	Washington/Dearborn	02/23/2017	W	12,766
173876	40370	Washington/Dearborn	11/17/2008	W	7,394
174132	40370	Washington/Dearborn	09/05/2002	W	9,953
174390	40370	Washington/Dearborn	08/11/2012	A	4,310
174404	40370	Washington/Dearborn	02/09/2004	W	9,198
174713	40370	Washington/Dearborn	07/04/2016	U	5,736
174896	40370	Washington/Dearborn	10/18/2015	U	5,437
174984	40370	Washington/Dearborn	07/08/2008	W	7,631
175011	40370	Washington/Dearborn	06/11/2015	W	12,717
175148	40370	Washington/Dearborn	07/07/2012	A	3,641
175397	40370	Washington/Dearborn	12/08/2016	W	13,196
175409	40370	Washington/Dearborn	06/17/2004	W	9,850
175597	40370	Washington/Dearborn	02/22/2006	W	9,382
175601	40370	Washington/Dearborn	12/06/2010	W	8,740
175632	40370	Washington/Dearborn	07/16/2010	W	8,484
175674	40370	Washington/Dearborn	03/01/2002	W	9,248
175704	40370	Washington/Dearborn	09/02/2003	W	9,230
175718	40370	Washington/Dearborn	04/12/2016	W	12,282
176136	40370	Washington/Dearborn	08/25/2005	W	10,310
176378	40370	Washington/Dearborn	10/28/2004	W	10,223
176412	40370	Washington/Dearborn	08/19/2016	W	12,145
176563	40370	Washington/Dearborn	12/29/2001	A	2,390
176571	40370	Washington/Dearborn	09/23/2017	A	6,204
176617	40370	Washington/Dearborn	01/14/2003	W	9,087
176833	40370	Washington/Dearborn	08/15/2013	W	11,344
176931	40370	Washington/Dearborn	06/08/2010	W	7,923
176986	40370	Washington/Dearborn	09/07/2009	U	2,017
177029	40370	Washington/Dearborn	09/11/2005	U	2,996
177082	40370	Washington/Dearborn	01/16/2003	W	8,977
178103	40370	Washington/Dearborn	04/12/2013	W	9,467
178153	40370	Washington/Dearborn	10/26/2013	A	5,985
178164	40370	Washington/Dearborn	11/30/2011	W	9,730
178247	40370	Washington/Dearborn	11/23/2015	W	12,758
178296	40370	Washington/Dearborn	06/30/2004	W	10,219
178298	40370	Washington/Dearborn	05/15/2003	W	8,836
178413	40370	Washington/Dearborn	07/05/2015	U	5,592
178476	40370	Washington/Dearborn	05/12/2004	W	9,141
178524	40370	Washington/Dearborn	01/04/2010	W	6,743
178545	40370	Washington/Dearborn	02/17/2008	U	1,340
178701	40370	Washington/Dearborn	02/26/2009	W	7,217
178848	40370	Washington/Dearborn	08/01/2012	W	10,086
178937	40370	Washington/Dearborn	04/14/2007	A	2,848
179064	40370	Washington/Dearborn	11/29/2017	W	13,967
179654	40370	Washington/Dearborn	10/09/2001	W	9,855
179705	40370	Washington/Dearborn	12/23/2011	W	8,995
179763	40370	Washington/Dearborn	08/09/2008	A	3,263
179904	40370	Washington/Dearborn	08/26/2007	U	544
180035	40370	Washington/Dearborn	03/23/2015	W	11,208
180214	40370	Washington/Dearborn	10/24/2005	W	10,307
180362	40370	Washington/Dearborn	07/17/2003	W	9,615
180490	40370	Washington/Dearborn	06/16/2002	U	1,881
180571	40370	Washington/Dearborn	11/05/2015	W	12,480
180586	40370	Washington/Dearborn	09/24/2017	U	4,779
180739	40370	Washington/Dearborn	02/10/2009	W	7,699
180998	40370	Washington/Dearborn	09/20/2011	W	9,024
180999	40370	Washington/Dearborn	05/27/2008	W	6,922
181126	40370	Washington/Dearborn	10/09/2007	W	7,482
181204	40370	Washington/Dearborn	07/14/2005	W	11,122
181255	40370	Washington/Dearborn	09/02/2006	A	3,635
181300	40370	Washington/Dearborn	12/09/2003	W	9,357
181332	40370	Washington/Dearborn	11/03/2001	A	2,869
181574	40370	Washington/Dearborn	11/21/2002	W	9,882
181655	40370	Washington/Dearborn	02/16/2001	W	9,276
181663	40370	Washington/Dearborn	08/06/2008	W	8,124
181772	40370	Washington/Dearborn	03/30/2013	A	3,583
182074	40370	Washington/Dearborn	09/08/2005	W	10,596
182190	40370	Washington/Dearborn	01/04/2004	U	1,366
182285	40370	Washington/Dearborn	08/08/2010	U	2,698
182445	40370	Washington/Dearborn	06/13/2008	W	7,450
182578	40370	Washington/Dearborn	10/26/2015	W	12,145
182830	40370	Washington/Dearborn	04/02/2005	A	3,629
182937	40370	Washington/Dearborn	07/15/2003	W	9,759
182975	40370	Washington/Dearborn	07/17/2015	W	12,427
183148	40370	Washington/Dearborn	05/01/2001	W	9,341
183185	40370	Washington/Dearborn	07/24/2017	W	14,050
183286	40370	Washington/Dearborn	03/11/2017	A	8,152
183489	40370	Washington/Dearborn	01/31/2006	W	9,582
183503	40370	Washington/Dearborn	03/19/2002	W	9,054
183602	40370	Washington/Dearborn	11/22/2013	W	12,574
183741	40370	Washington/Dearborn	09/03/2002	W	9,431
183857	40370	Washington/Dearborn	10/19/2014	U	4,887
183913	40370	Washington/Dearborn	11/21/2001	W	9,621
183941	40370	Washington/Dearborn	01/25/2016	W	11,950
184164	40370	Washington/Dearborn	04/27/2001	W	9,191
184423	40370	Washington/Dearborn	08/30/2017	W	13,915
184426	40370	Washington/Dearborn	02/17/2007	A	2,357
184479	40370	Washington/Dearborn	02/17/2004	W	9,511
184554	40370	Washington/Dearborn	06/16/2012	A	4,409
184582	40370	Washington/Dearborn	01/08/2007	W	7,672
184927	40370	Washington/Dearborn	02/14/2015	A	4,596
185176	40370	Washington/Dearborn	05/03/2009	U	540
185200	40370	Washington/Dearborn	02/22/2007	W	7,601
185286	40370	Washington/Dearborn	06/29/2006	W	9,849
185301	40370	Washington/Dearborn	06/07/2010	W	10,170
185341	40370	Washington/Dearborn	11/15/2005	W	10,620
185361	40370	Washington/Dearborn	03/18/2007	U	1,682
185387	40370	Washington/Dearborn	09/15/2016	W	13,100
185427	40370	Washington/Dearborn	12/13/2005	W	9,610
185463	40370	Washington/Dearborn	07/14/2002	U	1,902
185487	40370	Washington/Dearborn	01/19/2008	A	1,484
185564	40370	Washington/Dearborn	07/22/2006	A	3,750
185635	40370	Washington/Dearborn	09/21/2016	W	12,483
185819	40370	Washington/Dearborn	04/14/2014	W	10,699
185999	40370	Washington/Dearborn	08/14/2001	W	9,718
186007	40370	Washington/Dearborn	09/09/2001	U	1,601
186027	40370	Washington/Dearborn	01/04/2011	W	8,038
186041	40370	Washington/Dearborn	01/28/2015	W	11,543
186460	40370	Washington/Dearborn	09/27/2017	W	13,201
186488	40370	Washington/Dearborn	09/19/2014	W	12,036
186562	40370	Washington/Dearborn	11/19/2017	U	5,880
186809	40370	Washington/Dearborn	07/03/2013	W	10,770
186857	40370	Washington/Dearborn	04/08/2011	W	8,351
187213	40370	Washington/Dearborn	04/09/2003	W	9,143
187447	40370	Washington/Dearborn	09/03/2005	A	4,716
188117	40370	Washington/Dearborn	05/12/2011	W	8,628
188218	40370	Washington/Dearborn	09/30/2004	W	10,085
188900	40370	Washington/Dearborn	06/30/2014	W	11,173
188920	40370	Washington/Dearborn	07/06/2010	W	7,861
188938	40370	Washington/Dearborn	07/27/2004	W	10,195
189006	40370	Washington/Dearborn	07/21/2005	W	10,400
189055	40370	Washington/Dearborn	11/18/2007	U	1,534
189404	40370	Washington/Dearborn	09/20/2005	W	10,650
189572	40370	Washington/Dearborn	03/02/2001	W	8,920
189649	40370	Washington/Dearborn	09/26/2001	W	9,426
189756	40370	Washington/Dearborn	11/06/2011	U	2,388
190067	40370	Washington/Dearborn	03/31/2015	W	11,442
190242	40370	Washington/Dearborn	09/24/2002	W	10,266
190359	40370	Washington/Dearborn	01/28/2006	A	2,695
190420	40370	Washington/Dearborn	10/02/2016	U	4,470
190580	40370	Washington/Dearborn	04/19/2005	W	10,085
190791	40370	Washington/Dearborn	07/13/2006	W	8,775
190810	40370	Washington/Dearborn	10/10/2012	W	10,056
190942	40370	Washington/Dearborn	07/14/2011	W	9,638
191000	40370	Washington/Dearborn	03/16/2002	A	4,187
191094	40370	Washington/Dearborn	11/16/2004	W	10,062
191275	40370	Washington/Dearborn	02/14/2012	W	9,677
191397	40370	Washington/Dearborn	07/11/2011	W	9,130
191561	40370	Washington/Dearborn	04/29/2002	W	9,308
191597	40370	Washington/Dearborn	03/02/2009	W	5,310
191695	40370	Washington/Dearborn	03/14/2003	W	9,277
191915	40370	Washington/Dearborn	07/13/2010	W	8,226
193053	40370	Washington/Dearborn	04/17/2013	W	9,875
193057	40370	Washington/Dearborn	09/20/2006	W	8,328
193097	40370	Washington/Dearborn	03/17/2012	A	8,275
193192	40370	Washington/Dearborn	09/19/2016	W	12,744
193212	40370	Washington/Dearborn	11/27/2010	A	4,479
193426	40370	Washington/Dearborn	12/27/2015	U	3,792
193474	40370	Washington/Dearborn	10/27/2015	W	12,619
193818	40370	Washington/Dearborn	07/03/2011	U	3,626
193879	40370	Washington/Dearborn	06/06/2005	W	9,907
193904	40370	Washington/Dearborn	07/06/2009	W	6,893
193981	40370	Washington/Dearborn	06/21/2006	W	10,029
194011	40370	Washington/Dearborn	06/08/2008	U	2,234
194016	40370	Washington/Dearborn	11/08/2011	W	9,034
194390	40370	Washington/Dearborn	03/26/2016	A	5,791
194425	40370	Washington/Dearborn	10/12/2007	W	7,020
194440	40370	Washington/Dearborn	08/25/2011	W	9,214
194441	40370	Washington/Dearborn	07/19/2003	A	2,929
194590	40370	Washington/Dearborn	04/27/2013	A	4,436
194624	40370	Washington/Dearborn	08/05/2002	W	9,412
195034	40370	Washington/Dearborn	04/21/2014	W	11,142
195209	40370	Washington/Dearborn	05/10/2015	U	3,768
195320	40370	Washington/Dearborn	06/03/2010	W	8,438
195378	40370	Washington/Dearborn	01/20/2012	W	9,676
195594	40370	Washington/Dearborn	04/21/2003	W	8,712
195693	40370	Washington/Dearborn	07/15/2015	W	13,054
195944	40370	Washington/Dearborn	04/01/2008	W	7,003
196004	40370	Washington/Dearborn	09/09/2007	U	775
196034	40370	Washington/Dearborn	05/06/2006	A	4,055
196200	40370	Washington/Dearborn	07/15/2014	W	11,480
196274	40370	Washington/Dearborn	08/26/2011	W	7,779
196542	40370	Washington/Dearborn	06/07/2009	U	600
196565	40370	Washington/Dearborn	09/18/2007	W	7,033
196567	40370	Washington/Dearborn	11/02/2005	W	10,928
196595	40370	Washington/Dearborn	04/02/2017	U	4,261
196800	40370	Washington/Dearborn	07/12/2004	W	9,674
197365	40370	Washington/Dearborn	03/12/2015	W	11,715
197560	40370	Washington/Dearborn	05/08/2015	W	12,541
197588	40370	Washington/Dearborn	10/13/2004	W	10,125
197594	40370	Washington/Dearborn	02/05/2003	W	8,970
197987	40370	Washington/Dearborn	03/25/2013	W	9,001
198368	40370	Washington/Dearborn	10/12/2014	U	6,147
198662	40370	Washington/Dearborn	07/02/2013	W	10,678
198806	40370	Washington/Dearborn	07/13/2009	W	7,426
199006	40370	Washington/Dearborn	10/03/2002	W	10,211
199067	40370	Washington/Dearborn	05/18/2005	W	10,205
199173	40370	Washington/Dearborn	10/07/2017	A	6,846
199180	40370	Washington/Dearborn	09/16/2016	W	12,805
199205	40370	Washington/Dearborn	01/21/2009	W	7,376
199590	40370	Washington/Dearborn	06/30/2010	W	8,866
199613	40370	Washington/Dearborn	02/11/2004	W	9,426
199735	40370	Washington/Dearborn	02/09/2008	A	2,333
199827	40370	Washington/Dearborn	09/20/2017	W	13,118
199845	40370	Washington/Dearborn	09/16/2014	W	11,537
199870	40370	Washington/Dearborn	08/06/2005	A	4,441
200135	40370	Washington/Dearborn	10/31/2014	W	11,570
200203	40370	Washington/Dearborn	01/31/2012	W	8,934
200327	40370	Washington/Dearborn	05/20/2013	W	9,914
200358	40370	Washington/Dearborn	07/26/2010	W	8,126
200467	40370	Washington/Dearborn	07/14/2004	W	10,120
200527	40370	Washington/Dearborn	07/08/2017	A	8,209
200607	40370	Washington/Dearborn	06/10/2005	W	10,143
200667	40370	Washington/Dearborn	01/30/2003	W	9,111
201166	40370	Washington/Dearborn	08/21/2010	A	3,304
201242	40370	Washington/Dearborn	07/24/2013	W	11,524
201373	40370	Washington/Dearborn	12/07/2007	W	7,697
201399	40370	Washington/Dearborn	05/08/2017	W	12,474
201476	40370	Washington/Dearborn	02/01/2007	W	7,481
201496	40370	Washington/Dearborn	01/13/2006	W	8,333
